127.0.0.1 - - [20/Sep/2018:23:39:58 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:39 +0800] "GET /EyuShop/order/list?pageNum=1&size=6 HTTP/1.1" 200 8829
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:39 +0800] "GET /EyuShop/order/list?pageNum=1&size=6 HTTP/1.1" 200 8829
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:41 +0800] "GET /EyuShopPortal/13071679487/cart HTTP/1.1" 200 8567
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:41 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:41 +0800] "GET /EyuShop/cart/list HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:41 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:41 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:42 +0800] "GET /EyuShopPortal/13071679487/msg HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:42 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:42 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:42 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:44 +0800] "GET /EyuShopPortal/13071679487/msg HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:44 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:44 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:44 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:45 +0800] "GET /EyuShopPortal/13071679487/msg HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:45 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:45 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:45 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:46 +0800] "GET /EyuShopPortal/13071679487/msg HTTP/1.1" 200 8115
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:46 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:46 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:46 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:47 +0800] "GET /EyuShopPortal/13071679487/col HTTP/1.1" 200 6553
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:47 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:47 +0800] "GET /EyuShop/cart/list HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:47 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:47 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:50 +0800] "GET /EyuShopPortal/13071679487/shipping HTTP/1.1" 200 7601
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:50 +0800] "GET /EyuShopPortal/get_attribute HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:50 +0800] "GET /EyuShop/cart/get_count_in_cart HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:45:50 +0800] "GET /EyuShop/notify/count HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:46:01 +0800] "GET /EyuShopPortal/admin HTTP/1.1" 200 4809
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:46:07 +0800] "POST /EyuShopPortal/jsp/manage/manage_order.jsp HTTP/1.1" 200 3712
0:0:0:0:0:0:0:1 - - [20/Sep/2018:23:46:08 +0800] "GET /EyuShop/manage/order/list?pn=1&size=10&orderStatus=&orderNo= HTTP/1.1" 200 8829
